"name","address","phone","website","image","tags"
"The Elbow Room","473 Main St, Hyannis, MA 02601",,"http://www.yelp.com/biz/the-elbow-room-hyannis","http://s3-media4.fl.yelpcdn.com/bphoto/9CP4y0e1mbcNYdCKamE9vw/ms.jpg","Bars,bars"
"Del Mar Bistro & Bar","907 Main St, Chatham, MA 02633","5089459988","http://www.yelp.com/biz/del-mar-bistro-and-bar-chatham","http://s3-media4.fl.yelpcdn.com/bphoto/2SIzFrXN_upG0LkJBvdd8A/ms.jpg","American (New),newamerican,Cocktail Bars,cocktailbars"
"Lighthouse Restaurant","317 Main St, Wellfleet, MA 02667","5083493681","http://www.yelp.com/biz/lighthouse-restaurant-wellfleet","http://s3-media4.fl.yelpcdn.com/bphoto/e7B0r1VY0GvFxr_EthsuKw/ms.jpg","Breakfast & Brunch,breakfast_brunch"
"Ciro & Sal's","4 Kiley Ct, Provincetown, MA 02657","5084876444","http://www.yelp.com/biz/ciro-and-sals-provincetown","http://s3-media2.fl.yelpcdn.com/bphoto/tX3YEUfeLSyXNcF1MWkGMQ/ms.jpg","Italian,italian,Seafood,seafood,Wine Bars,wine_bars"
"Jack's 28 Club","498 Main Street (Route 28), Dennis Port, MA 02639","5083989044","http://www.yelp.com/biz/jacks-28-club-dennis-port","http://s3-media1.fl.yelpcdn.com/bphoto/QPBYsDTq62sQoIkyg88SCw/ms.jpg","Bars,bars"
"Duck Creek Tavern","70 W Main St, Wellfleet, MA 02667","5083497369","http://www.yelp.com/biz/duck-creek-tavern-wellfleet",,"American (New),newamerican,Pubs,pubs"
"Saki","258 Commercial St, Ste 4, Provincetown, MA 02657","5084874870","http://www.yelp.com/biz/saki-provincetown","http://s3-media1.fl.yelpcdn.com/bphoto/4zA-pW5mpxrJCJUc9XROew/ms.jpg","Sushi Bars,sushi,Asian Fusion,asianfusion"
"Local 186","186 Commercial St, Provincetown, MA 02657","5084877555","http://www.yelp.com/biz/local-186-provincetown-3","http://s3-media1.fl.yelpcdn.com/bphoto/PxPqx_zfRwDUSM6RgcMtHg/ms.jpg","American (New),newamerican,Burgers,burgers"
"Thoreau's","2171 Hwy 28, Harwich, MA 02645",,"http://www.yelp.com/biz/thoreaus-harwich","http://s3-media4.fl.yelpcdn.com/bphoto/06kVaft3uR8xtpBFKPWdXQ/ms.jpg","Bars,bars,American (New),newamerican,American (Traditional),tradamerican"
"Sesuit Harbor Cafe","357 Sesuit Neck Rd, Dennis, MA 02638","5083856134","http://www.yelp.com/biz/sesuit-harbor-cafe-dennis","http://s3-media2.fl.yelpcdn.com/bphoto/YJGi27CwnPpY0DEiyG_Q5A/ms.jpg","Seafood,seafood"
"Burger Queen","331 Commercial St, Provincetown, MA 02657","5084874749","http://www.yelp.com/biz/burger-queen-provincetown","http://s3-media4.fl.yelpcdn.com/bphoto/mfPuwTCt9Mla6kLnvub7FA/ms.jpg","Burgers,burgers,American (Traditional),tradamerican"
"Seafood Grille","386 Commercial St, Provincetown, MA 02657",,"http://www.yelp.com/biz/seafood-grille-provincetown","http://s3-media1.fl.yelpcdn.com/bphoto/y1uUnFppM_AJLWOEvDBROA/ms.jpg","Seafood,seafood"
"Red Nun Bar & Grill","746 Main St, Chatham, MA 02633","5083480469","http://www.yelp.com/biz/red-nun-bar-and-grill-chatham","http://s3-media3.fl.yelpcdn.com/bphoto/n8Qjg6orXwoEubX6Q5W8gg/ms.jpg","American (Traditional),tradamerican,Bars,bars"
"Seaside Pub On Main","615 Main St, Hyannis, MA 02601","5088154517","http://www.yelp.com/biz/seaside-pub-on-main-hyannis","http://s3-media3.fl.yelpcdn.com/bphoto/d25sBuMwicZLmbACkyE0rA/ms.jpg","Pubs,pubs,American (Traditional),tradamerican,Seafood,seafood"
"Brewster Fish House","2208 Main St, Brewster, MA 02631","5088967867","http://www.yelp.com/biz/brewster-fish-house-brewster","http://s3-media4.fl.yelpcdn.com/bphoto/wtadYG_2NR0ZWMuom-W9uQ/ms.jpg","Seafood,seafood"
"Captain Parker's Pub","668 Rt 28, West Yarmouth, MA 02673","5087714266","http://www.yelp.com/biz/captain-parkers-pub-west-yarmouth","http://s3-media4.fl.yelpcdn.com/bphoto/uL5zOpxzuUUO1FfVwQzJjw/ms.jpg","Pubs,pubs,Seafood,seafood"
"The Sand Bar","4 Lighthouse Rd., West Dennis, MA 02670","5083982244","http://www.yelp.com/biz/the-sand-bar-west-dennis","http://s3-media4.fl.yelpcdn.com/bphoto/9ajXOckLWhezo976iJw2Xw/ms.jpg","American (New),newamerican,Bars,bars"
"Joe's Barley Neck Inn","5 Beach Rd, Orleans, MA 02653","5082403058","http://www.yelp.com/biz/joes-barley-neck-inn-orleans","http://s3-media3.fl.yelpcdn.com/bphoto/X-Dm1jr2YtmSYjNVoEV9yA/ms.jpg","Seafood,seafood,Bars,bars,American (New),newamerican"
"Harvest Gallery Wine Bar","766 Main Street, Dennis, MA 02638","5083852444","http://www.yelp.com/biz/harvest-gallery-wine-bar-dennis","http://s3-media4.fl.yelpcdn.com/bphoto/YKiiuXEY1oOJqjzltxBapQ/ms.jpg","Wine Bars,wine_bars"
"Governor Bradford Restaurant","312 Commercial St, Provincetown, MA 02657","5084872781","http://www.yelp.com/biz/governor-bradford-restaurant-provincetown","http://s3-media4.fl.yelpcdn.com/bphoto/4_hbi8aWlnDIoNrOHswwdg/ms.jpg","Restaurants,restaurants,Bars,bars,Karaoke,karaoke"
"Bonkerz Party Zone","657 Rt 28, West Yarmouth, MA 02673","5087751010","http://www.yelp.com/biz/bonkerz-party-zone-west-yarmouth","http://s3-media1.fl.yelpcdn.com/bphoto/1PgjqWHumy32COaYv0VFkQ/ms.jpg","Venues & Event Spaces,venues"
"Tinys","336 Commercial St, Provincetown, MA 02657","5084139582","http://www.yelp.com/biz/tinys-provincetown","http://s3-media2.fl.yelpcdn.com/bphoto/frJoI4IuQQRySMEKv_Ztrg/ms.jpg","American (New),newamerican"
"Maguro","Chatham Bars Inn, 297 Shore Road, Chatham, MA 02633","5089450096","http://www.yelp.com/biz/maguro-chatham",,"Japanese,japanese"
"Beachcomber of Wellfleet","1120 Cahoon Hollow Rd, Wellfleet, MA 02667","5083496055","http://www.yelp.com/biz/beachcomber-of-wellfleet-wellfleet","http://s3-media1.fl.yelpcdn.com/bphoto/yjzLJXCOs2Z6lImlRL8YlQ/ms.jpg","Seafood,seafood,Bars,bars,American (Traditional),tradamerican"
"JD's Wood Fired Pizza","258 Commercial St, Provincetown, MA 02657",,"http://www.yelp.com/biz/jds-wood-fired-pizza-provincetown","http://s3-media4.fl.yelpcdn.com/bphoto/aXTXkbHDJtLjyXAhPDpmAA/ms.jpg","Pizza,pizza"
"Elks-Orleans-Eastham Lodge 2572","10 McKoy Rd, Eastham, MA 02642","5082554258","http://www.yelp.com/biz/elks-orleans-eastham-lodge-2572-eastham",,""
"The Little Store","227 Commercial St, Provincetown, MA 02657","5084870208","http://www.yelp.com/biz/the-little-store-provincetown","http://s3-media2.fl.yelpcdn.com/bphoto/IqSWAyVYfuAVqdt1-21KNw/ms.jpg",""
"The Wicked Tavern","70 Main St, Wellfleet, MA 02667","5083493445","http://www.yelp.com/biz/the-wicked-tavern-wellfleet","http://s3-media2.fl.yelpcdn.com/bphoto/QjDhgINl3RKlvfoELH7MKA/ms.jpg","Bars,bars"
"Ring Bros Marketplace","485 Rt 134, South Dennis, MA 02660","5083942244","http://www.yelp.com/biz/ring-bros-marketplace-south-dennis-2","http://s3-media2.fl.yelpcdn.com/bphoto/jnRKl7rk6qdyEj7w7vZo4A/ms.jpg","Beer, Wine & Spirits,beer_and_wine,Grocery,grocery,Fruits & Veggies,markets"
"Aqua Bar","207 Commercial St, Provincetown, MA 02657","5084871580","http://www.yelp.com/biz/aqua-bar-provincetown","http://s3-media3.fl.yelpcdn.com/bphoto/Kc_xyJFH7NAqbKyUpfZnaw/ms.jpg","Bars,bars,American (New),newamerican"
"The Underground Bar","293 Commercial St, Provincetown, MA 02657","5084139648","http://www.yelp.com/biz/the-underground-bar-provincetown","http://s3-media2.fl.yelpcdn.com/bphoto/tyGX8hbm2_skPvAgsO-MDA/ms.jpg","Bars,bars"
"Bay State Cruise Co","MacMillan Whf, Provincetown, MA 02657","5084879284","http://www.yelp.com/biz/bay-state-cruise-co-provincetown","http://s3-media2.fl.yelpcdn.com/bphoto/ukm6Xc5D0OkR3hE_AdkWKQ/ms.jpg",""
"The Art House","214 Commercial St, Provincetown, MA 02657","5084879222","http://www.yelp.com/biz/the-art-house-provincetown","http://s3-media2.fl.yelpcdn.com/bphoto/1Vx8liKUC7UZ1sab2A0r9g/ms.jpg","Performing Arts,theater"
"The Monkey Bar","149 Commercial St, Provincetown, MA 02657","5084872879","http://www.yelp.com/biz/the-monkey-bar-provincetown","http://s3-media4.fl.yelpcdn.com/bphoto/24vsaEhxb9Ao5cvbacVvvQ/ms.jpg","Gay Bars,gaybars"
"Jump On US","260 Route 6A, Yarmouth Port, MA 02675","5087753304","http://www.yelp.com/biz/jump-on-us-yarmouth-port",,""
"Spiritus Pizza","190 Commercial St, Provincetown, MA 02657","5084872808","http://www.yelp.com/biz/spiritus-pizza-provincetown","http://s3-media1.fl.yelpcdn.com/bphoto/pb1Q9iTpnDQsnE_qskbMUg/ms.jpg","Pizza,pizza,Ice Cream & Frozen Yogurt,icecream"
"Harbor Lounge","359 Commercial St, Provincetown, MA 02657","5084139527","http://www.yelp.com/biz/harbor-lounge-provincetown-3","http://s3-media4.fl.yelpcdn.com/bphoto/S8kSKoYT3NpMO3E7jhUiFA/ms.jpg","Lounges,lounges"
"Orleans Bowling Center","191 Route 6A, Orleans, MA 02653","5082550636","http://www.yelp.com/biz/orleans-bowling-center-orleans","http://s3-media4.fl.yelpcdn.com/bphoto/A-bnhvb9puan383c0fAAvA/ms.jpg","Bowling,bowling,Bars,bars,Arcades,arcades"
"The Pointe Restaurant","82 Bradford St, Provincetown, MA 02657","5084872365","http://www.yelp.com/biz/the-pointe-restaurant-provincetown-2","http://s3-media3.fl.yelpcdn.com/bphoto/NupXaSfyzrfJHTCd1CS72A/ms.jpg","American (New),newamerican,Seafood,seafood,Wine Bars,wine_bars"
"Shipwreck Lounge at Brass Key","67 Bradford St, Provincetown, MA 02657","5084879005","http://www.yelp.com/biz/shipwreck-lounge-at-brass-key-provincetown","http://s3-media4.fl.yelpcdn.com/bphoto/cfMWXUvSLatplqoEeCTd7w/ms.jpg","Wine Bars,wine_bars,Gay Bars,gaybars"
"Mixers Cocktails","117 Commercial St, Provincetown, MA 02657","5084876566","http://www.yelp.com/biz/mixers-cocktails-provincetown",,"Lounges,lounges"
"Squealing Pig","335 Commercial St, Provincetown, MA 02657","5084875804","http://www.yelp.com/biz/squealing-pig-provincetown","http://s3-media1.fl.yelpcdn.com/bphoto/YBJ0E_UzMAxGsQjKDZMP6A/ms.jpg","American (Traditional),tradamerican,Irish Pub,irish_pubs"
"Cape Cod Beachcomber","2759 Main St, Brewster, MA 02631","5088963322","http://www.yelp.com/biz/cape-cod-beachcomber-brewster",,""
"Old Colony Tap Inc","323 Commercial St, Provincetown, MA 02657","5084872361","http://www.yelp.com/biz/old-colony-tap-inc-provincetown","http://s3-media1.fl.yelpcdn.com/bphoto/MUXyXl6oobr-CRhUZuxhjA/ms.jpg","Restaurants,restaurants,Dive Bars,divebars"
"Eastham Superette","RR 6, Eastham, MA 02642","5082550530","http://www.yelp.com/biz/eastham-superette-eastham",,"Beer, Wine & Spirits,beer_and_wine"
"Wellfleet Cinemas","51 State Hwy, Rte 6, Wellfleet, MA 02667","5083497176","http://www.yelp.com/biz/wellfleet-cinemas-wellfleet",,"Cinema,movietheaters"
"Local Break","4550 State Hwy, Eastham, MA 02642","5082556100","http://www.yelp.com/biz/local-break-eastham","http://s3-media2.fl.yelpcdn.com/bphoto/F3GCJd0kLhNE7z2tTVmN_g/ms.jpg","American (New),newamerican,Bars,bars"
"Blackfish","17 Truro Center Rd, Truro, MA 02666","5083493399","http://www.yelp.com/biz/blackfish-truro","http://s3-media4.fl.yelpcdn.com/bphoto/D_0P31QUzdvR7U1JD0ydsA/ms.jpg","American (New),newamerican"
"Sage Inn & Lounge","336 Commercial St, Provincetown, MA 02657","5084876424","http://www.yelp.com/biz/sage-inn-and-lounge-provincetown","http://s3-media4.fl.yelpcdn.com/bphoto/7psFkAvSICY3uWzDNHvkJw/ms.jpg","Hotels,hotels,Lounges,lounges"
"The Woodshed Lounge","1993 Main St, Brewster, MA 02631","5088967771","http://www.yelp.com/biz/the-woodshed-lounge-brewster","http://s3-media4.fl.yelpcdn.com/bphoto/g5anLsWIJLpxbFalmR3XgA/ms.jpg","Bars,bars"
"Patio American Grill & Cocktail Bar","328 Commercial St, Provincetown, MA 02657","5084874003","http://www.yelp.com/biz/patio-american-grill-and-cocktail-bar-provincetown",,"American (Traditional),tradamerican"
"Mac's Shack","91 Commercial St, Wellfleet, MA 02667","5083496333","http://www.yelp.com/biz/macs-shack-wellfleet","http://s3-media2.fl.yelpcdn.com/bphoto/3oDsPajvzf3YGLu58abNjg/ms.jpg","Sushi Bars,sushi,Seafood,seafood"
"Mayflower Cafe","300 Commercial St, Provincetown, MA 02657","5084870121","http://www.yelp.com/biz/mayflower-cafe-provincetown","http://s3-media2.fl.yelpcdn.com/bphoto/X98w8kM4eQsXiRrbTvQX9Q/ms.jpg","American (New),newamerican"
"Euro Island Grill & Cafe","258 Commercial St, Provincetown, MA 02657","5084872505","http://www.yelp.com/biz/euro-island-grill-and-cafe-provincetown",,"American (Traditional),tradamerican"
"Kook","Enzo Restaurant, 186 Commercial St, Provincetown, MA 02657","5084877555","http://www.yelp.com/biz/kook-provincetown",,"Nightlife,nightlife"
"Nor'East Beer Garden","206 Commercial St, Provincetown, MA 02657","5084872337","http://www.yelp.com/biz/noreast-beer-garden-provincetown","http://s3-media4.fl.yelpcdn.com/bphoto/hrZDwvCatVW_Y5ozP637Xw/ms.jpg","Bars,bars,American (New),newamerican"
"Crown & Anchor","247 Commercial St, Provincetown, MA 02657","5084871430","http://www.yelp.com/biz/crown-and-anchor-provincetown","http://s3-media1.fl.yelpcdn.com/bphoto/KjxJiRihwQBbPx6OC_UhLA/ms.jpg","Gay Bars,gaybars"
"Joon Bar & Kitchen","133 Commercial St, Provincetown, MA 02657","5084139336","http://www.yelp.com/biz/joon-bar-and-kitchen-provincetown-2","http://s3-media3.fl.yelpcdn.com/bphoto/1ljRY-P3brvbItS1916g7A/ms.jpg","Wine Bars,wine_bars,American (New),newamerican"
"Porchside Bar","9 Carver St., Provincetown, MA 02657","5084870688","http://www.yelp.com/biz/porchside-bar-provincetown","http://s3-media3.fl.yelpcdn.com/bphoto/jgDJEaZ4axub7U-MdoW7Aw/ms.jpg","Bars,bars"
"Beacon","23 W Rd, Orleans, MA 02653","5082552211","http://www.yelp.com/biz/beacon-orleans",,"American (New),newamerican,Seafood,seafood"
"Ryan Laundry's Showgirl's","247 Commercial Street, Provincetown, MA 02657","5084871430","http://www.yelp.com/biz/ryan-laundrys-showgirls-provincetown","http://s3-media3.fl.yelpcdn.com/bphoto/3WlErbQPp3Wz6VkbALVqfg/ms.jpg","Comedy Clubs,comedyclubs,Local Flavor,localflavor"
"Bob's Sub & Cone","814 State Hwy Rte 6, South Wellfleet, MA 02667","5083496181","http://www.yelp.com/biz/bobs-sub-and-cone-south-wellfleet","http://s3-media4.fl.yelpcdn.com/bphoto/gtX0yyzwLqmsRwSLfIO1Jg/ms.jpg","Ice Cream & Frozen Yogurt,icecream,Sandwiches,sandwiches"
"Bocce Italian Grill","842 US Rt 6, South Wellfleet, MA 02667","5083492688","http://www.yelp.com/biz/bocce-italian-grill-south-wellfleet","http://s3-media4.fl.yelpcdn.com/bphoto/58jpUxT92nkoQqmirWvy1g/ms.jpg","Italian,italian"
"Rise and Shine Cafe","380 Main St, Dennis Port, MA 02639","5083941114","http://www.yelp.com/biz/rise-and-shine-cafe-dennis-port",,"Delis,delis,Sandwiches,sandwiches"
"Van Rensselaer's","1019 Rte 6, South Wellfleet, MA 02663","5083492127","http://www.yelp.com/biz/van-rensselaers-south-wellfleet-4","http://s3-media4.fl.yelpcdn.com/bphoto/lRqtr1pdo3s0pvRPkDmkVw/ms.jpg","Seafood,seafood,Breakfast & Brunch,breakfast_brunch"
"Classical Billiards","657 Route 28, West Yarmouth, MA 02673","5087715872","http://www.yelp.com/biz/classical-billiards-west-yarmouth",,"Pool Halls,poolhalls"
"Arnold's Restaurant","3580 State Hwy, Eastham, MA 02642","5082552575","http://www.yelp.com/biz/arnolds-restaurant-eastham","http://s3-media1.fl.yelpcdn.com/bphoto/WUv9O-l1B3xfmu1Ab2zYOg/ms.jpg","Seafood,seafood,Mini Golf,mini_golf,Ice Cream & Frozen Yogurt,icecream"
"Lorraine's Restaurant","338 Commercial St, Provincetown, MA 02657","5084876074","http://www.yelp.com/biz/lorraines-restaurant-provincetown-2","http://s3-media2.fl.yelpcdn.com/bphoto/YPSz44V_s45WsguQq3fWGw/ms.jpg","American (New),newamerican,Cafes,cafes"
"Longfellow's Pub","1-A Old Townhouse Plz, South Yarmouth, MA 02664","5083943663","http://www.yelp.com/biz/longfellows-pub-south-yarmouth","http://s3-media3.fl.yelpcdn.com/bphoto/0liO4pQ3mNkQ3HEp3J2tEw/ms.jpg","Pubs,pubs,American (Traditional),tradamerican"
"Central House at the Crown","247 Commercial St, Provincetown, MA 02657","5084871430","http://www.yelp.com/biz/central-house-at-the-crown-provincetown","http://s3-media2.fl.yelpcdn.com/bphoto/XPsw8KNJ1Sib899al51ClA/ms.jpg","American (Traditional),tradamerican"
"Land Ho Restaurant","Rte 6A & Main St, Orleans, MA 02653","5082555165","http://www.yelp.com/biz/land-ho-restaurant-orleans","http://s3-media2.fl.yelpcdn.com/bphoto/vZph5NYI_jw82QKy_EJYmQ/ms.jpg","Nightlife,nightlife,Restaurants,restaurants"
"Oliver's Restaurant & Planck's Tavern","960 Main St Rt 6A, Yarmouth Port, MA 02675","5083626062","http://www.yelp.com/biz/olivers-restaurant-and-plancks-tavern-yarmouth-port","http://s3-media3.fl.yelpcdn.com/bphoto/sHJgK1k4HZzzKqdc6bPIVw/ms.jpg","Seafood,seafood,Bars,bars"
"Pied Piper Bar & Restaurant","193 Commercial St, Provincetown, MA 02657","5084871527","http://www.yelp.com/biz/pied-piper-bar-and-restaurant-provincetown","http://s3-media3.fl.yelpcdn.com/bphoto/prC0JrTPyH_p-5iXIJ0gag/ms.jpg","Nightlife,nightlife,Restaurants,restaurants"
"Chach","73 Shank Painter Rd, Provincetown, MA 02657","5084871530","http://www.yelp.com/biz/chach-provincetown","http://s3-media1.fl.yelpcdn.com/bphoto/ukR6qsbwy1GHFLrQFXgxOA/ms.jpg","Diners,diners,Breakfast & Brunch,breakfast_brunch"
"Messina","4100 State Highway Rt. 6, Eastham, MA 02642","5082470360","http://www.yelp.com/biz/messina-eastham",,"Italian,italian"
"Buncey's Pizza & Sports Cafe","894 Route 134, South Dennis, MA 02660","5083851413","http://www.yelp.com/biz/bunceys-pizza-and-sports-cafe-south-dennis","http://s3-media1.fl.yelpcdn.com/bphoto/MBGyzx4xYjPCzinz7tSTaw/ms.jpg","Pizza,pizza"
"Laura & Tony's Kitchen","5960 US 6, Eastham, MA 02642","5082217151","http://www.yelp.com/biz/laura-and-tonys-kitchen-eastham-2","http://s3-media2.fl.yelpcdn.com/bphoto/wap9NAUcmh24rTdqKORfHQ/ms.jpg","Breakfast & Brunch,breakfast_brunch,Bars,bars"
"The Yardarm","48 S Orleans Rd, Orleans, MA 02653","5082554840","http://www.yelp.com/biz/the-yardarm-orleans","http://s3-media3.fl.yelpcdn.com/bphoto/imj0bFqPw1IHuuOU5bKaTw/ms.jpg","Seafood,seafood,American (Traditional),tradamerican,Pubs,pubs"
"Fanizzi's","539 Commercial St, Provincetown, MA 02657","5084871964","http://www.yelp.com/biz/fanizzis-provincetown","http://s3-media4.fl.yelpcdn.com/bphoto/RrW0k2uDy8plQf5yasvaDQ/ms.jpg","American (New),newamerican,Seafood,seafood"
"Harry's At the Depot","477 Yarmouth Rd, Hyannis Port, MA 02601","5088274526","http://www.yelp.com/biz/harrys-at-the-depot-hyannis-port","http://s3-media3.fl.yelpcdn.com/bphoto/J1AYg488JT29oT3CfGjMWQ/ms.jpg","Cajun/Creole,cajun,Music Venues,musicvenues,Jazz & Blues,jazzandblues"
"Savory & Sweet Escape","316 Rt 6, Truro, MA 02666","5084872225","http://www.yelp.com/biz/savory-and-sweet-escape-truro-2","http://s3-media3.fl.yelpcdn.com/bphoto/wvLbB81O_hndDuFxMstZHg/ms.jpg","Pizza,pizza,Burgers,burgers,Coffee & Tea,coffee"
"Cooke's Seafood","1 S Orleans Rd, Orleans, MA 02653","5082555518","http://www.yelp.com/biz/cookes-seafood-orleans","http://s3-media3.fl.yelpcdn.com/bphoto/_arKG2D6fkV-vYphMM6C1g/ms.jpg","Seafood,seafood"
"Provincetown Portuguese Bakery","299 Commercial St, Provincetown, MA 02657","5084871803","http://www.yelp.com/biz/provincetown-portuguese-bakery-provincetown","http://s3-media4.fl.yelpcdn.com/bphoto/_FJUHBakwu5ova1ZVjnOkg/ms.jpg","Bakeries,bakeries,Portuguese,portuguese,Sandwiches,sandwiches"
"John Dough","258 Commercial St, Provincetown, MA 02657","5084877776","http://www.yelp.com/biz/john-dough-provincetown","http://s3-media4.fl.yelpcdn.com/bphoto/qILC8KaQFVH2OIHqZn76PQ/ms.jpg","Pizza,pizza"
"Barbyann's Restaurant","120 Airport Rd, Hyannis, MA 02601","5087759795","http://www.yelp.com/biz/barbyanns-restaurant-hyannis","http://s3-media3.fl.yelpcdn.com/bphoto/vqbq3YeeTyh9nGrx6RjTTw/ms.jpg","Seafood,seafood,Steakhouses,steak"
"Sundancer's Cape Cod","116 Main Street Route 28, West Dennis, MA 02670","5083941600","http://www.yelp.com/biz/sundancers-west-dennis","http://s3-media3.fl.yelpcdn.com/bphoto/lJkbPwG90wpSyCfuqCcwTA/ms.jpg","Restaurants,restaurants,Bars,bars"
"Ditalia's Italian Restaurant","955 Rt 6, Wellfleet, MA 02667","5083492213","http://www.yelp.com/biz/ditalias-italian-restaurant-wellfleet","http://s3-media2.fl.yelpcdn.com/bphoto/0wgE4uFwYQFQJhAv-1z4Kw/ms.jpg","Italian,italian"
"Pisces","2653 Main St, Chatham, MA 02659","5084324600","http://www.yelp.com/biz/pisces-chatham","http://s3-media1.fl.yelpcdn.com/bphoto/nEUl1Kck4_GsTmIlT1zIJQ/ms.jpg","American (New),newamerican"
